currency,currencyLabel,shortName,price,year,unitLabel,unitSymbol
http://www.wikidata.org/entity/Q4916,евро,euro,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,euro,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,euro,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,euro,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,ewro,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,ewro,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,ewro,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,ewro,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,ewro,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,ewro,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q4916,евро,ewro,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,ewro,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,ewro,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,ewro,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,ewro,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,ewro,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,ewro,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,ewro,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,ewro,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,ewro,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,ewro,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,ewro,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,ewro,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,ewro,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,eiro,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,eiro,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,eiro,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,eiro,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,eiro,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,eiro,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q4916,евро,eiro,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,eiro,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,eiro,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,eiro,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,eiro,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,eiro,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,eiro,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,eiro,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,eiro,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,eiro,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,eiro,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,eiro,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,eiro,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,eiro,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euras,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,euras,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,euras,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,euras,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euras,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,euras,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q4916,евро,euras,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euras,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euras,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,euras,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,euras,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,euras,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,euras,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euras,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,euras,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,euras,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euras,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,euras,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euras,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,euras,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euró,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,euró,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,euró,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,euró,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euró,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,euró,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q4916,евро,euró,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euró,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euró,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,euró,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,euró,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,euró,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,euró,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euró,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,euró,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,euró,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euró,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,euró,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euró,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,euró,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,euro,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euro,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q73408,замбийская квача,,0.08517,2018,евро,ZK
http://www.wikidata.org/entity/Q73408,замбийская квача,,0.08517,2018,евро,K
http://www.wikidata.org/entity/Q80524,индийская рупия,,0.014638,2016,доллар США,₹
http://www.wikidata.org/entity/Q80524,индийская рупия,,0.012761,2020,евро,₹
http://www.wikidata.org/entity/Q81893,украинская гривна,грн,0.028976,2018,евро,₴
http://www.wikidata.org/entity/Q81893,украинская гривна,грн,0.036046,2018,доллар США,₴
http://www.wikidata.org/entity/Q81893,украинская гривна,грн,2.041191,2018,российский рубль,₴
http://www.wikidata.org/entity/Q190951,сингапурский доллар,,1.2868,2026,доллар США,S$
http://www.wikidata.org/entity/Q190951,сингапурский доллар,,0.6691,2026,евро,S$
http://www.wikidata.org/entity/Q241214,патака Макао,,0.123741,2018,доллар США,MOP$
http://www.wikidata.org/entity/Q241214,патака Макао,,0.105079,2018,евро,MOP$
http://www.wikidata.org/entity/Q241214,патака Макао,,0.970874,2018,гонконгский доллар,MOP$
http://www.wikidata.org/entity/Q242915,костариканский колон,,0.0014258,2019,евро,₡
http://www.wikidata.org/entity/Q242915,костариканский колон,,0.0014226,2020,евро,₡
http://www.wikidata.org/entity/Q242922,доминиканское песо,,0.017293,2019,евро,RD$
http://www.wikidata.org/entity/Q242988,Либерийский доллар,,0.005429,2019,евро,L$
http://www.wikidata.org/entity/Q242988,Либерийский доллар,,0.005429,2019,евро,Lib$
http://www.wikidata.org/entity/Q244366,южносуданский фунт,,0.00647,2020,евро,Db
http://www.wikidata.org/entity/Q244366,южносуданский фунт,,0.00734,2025,евро,Db
http://www.wikidata.org/entity/Q244819,колумбийское песо,,0.000258544,2020,доллар США,COL$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AUD
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,AU$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.5349,2024,фунт стерлингов,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.6758,2024,доллар США,A$
http://www.wikidata.org/entity/Q259502,австралийский доллар,AU$,0.61699,2024,евро,A$
http://www.wikidata.org/entity/Q260447,рентная марка,Rent.M,1000000000,1923,рейхсмарка,
http://www.wikidata.org/entity/Q271206,суданский фунт,,0.0019,2019,евро,sud£
http://www.wikidata.org/entity/Q271206,суданский фунт,,0.0019,2019,евро,ج.س
http://www.wikidata.org/entity/Q272290,оманский риал,,2,2016,доллар США,ر.ع.
http://www.wikidata.org/entity/Q552826,саарский франк,,0.008607,1959,немецкая марка,
http://www.wikidata.org/entity/Q552826,саарский франк,,1,1959,французский франк,
http://www.wikidata.org/entity/Q560355,золотая марка,Mk,1.176,1912,австро-венгерская крона,ℳ
http://www.wikidata.org/entity/Q570716,Конвенционный талер,,2,1753,австрийский гульден,
http://www.wikidata.org/entity/Q737384,сомалилендский шиллинг,,0.00013,2006,евро,
http://www.wikidata.org/entity/Q737384,сомалилендский шиллинг,,0.0016,2022,евро,
http://www.wikidata.org/entity/Q829043,сальвадорский колон,,0.1142857,2001,доллар США,
http://www.wikidata.org/entity/Q847739,франк КФА BEAC,,0.0044345308044682,2018,Международный доллар,XAF
http://www.wikidata.org/entity/Q3430025,марокканский риал,,10,1921,марокканский франк,
http://www.wikidata.org/entity/Q3430025,марокканский риал,,5,1912,песета,
http://www.wikidata.org/entity/Q3883424,Ионийский обол,,4,1934,Лепта,
http://www.wikidata.org/entity/Q3883424,Ионийский обол,,5,1835,Лепта,
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000000,2018,венесуэльский боливар,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000,2018,hard bolívar,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,0.00000083978886028475,2020,евро,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000000,2018,венесуэльский боливар,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000,2018,hard bolívar,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,0.00000083978886028475,2020,евро,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000000,2018,венесуэльский боливар,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,100000,2018,hard bolívar,Bs.S
http://www.wikidata.org/entity/Q56349362,Суверенный боливар,,0.00000083978886028475,2020,евро,Bs.S
http://www.wikidata.org/entity/Q4587,леоне,,0.00008488,2020,евро,Le
http://www.wikidata.org/entity/Q4584,малагасийский ариари,,0.00021961,2020,евро,Ar
http://www.wikidata.org/entity/Q4589,танзанийский шиллинг,,0.00039612362,2023,евро,TSh
http://www.wikidata.org/entity/Q4595,сейшельская рупия,,3.14,2021,филиппинское песо,SRe
http://www.wikidata.org/entity/Q4595,сейшельская рупия,,0.047399,2020,евро,SRe
http://www.wikidata.org/entity/Q4596,ланкийская рупия,,0.0031,2023,доллар США,Rs
http://www.wikidata.org/entity/Q4596,ланкийская рупия,,0.0031,2023,доллар США,Rs
http://www.wikidata.org/entity/Q4597,доллар Соломоновых Островов,,0.109146,2019,евро,SI$
http://www.wikidata.org/entity/Q4597,доллар Соломоновых Островов,,0.109146,2019,евро,$
http://www.wikidata.org/entity/Q4916,евро,euro,1.1634,2026,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euro,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euro,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,euro,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,euro,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,euro,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,euro,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,euro,8.4357,2025,гонконгский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,36.518,2025,тайский бат,€
http://www.wikidata.org/entity/Q4916,евро,euro,147.3,2025,исландская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.9757,2025,румынский лей,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.7258,2025,австралийский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.2101,2014,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,399.28,2025,венгерский форинт,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.84088,2025,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euro,62.129,2025,филиппинское песо,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.1788,2025,польский злотый,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.0857,2025,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.9012,2025,новозеландский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.0859,2015,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,22.049,2025,мексиканское песо,€
http://www.wikidata.org/entity/Q4916,евро,euro,11.759,2025,норвежская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.12565,2016,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.87165,2020,фунт стерлингов,€
http://www.wikidata.org/entity/Q4916,евро,euro,7.8561,2025,китайский юань,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.3779,2013,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,94.4435,2025,индийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euro,19.7306,2025,южноафриканский рэнд,€
http://www.wikidata.org/entity/Q4916,евро,euro,0.9557,2025,швейцарский франк,€
http://www.wikidata.org/entity/Q4916,евро,euro,160.35,2025,японская иена,€
http://www.wikidata.org/entity/Q4916,евро,euro,25.016,2025,чешская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,96.5975,2025,российский рубль,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.4448,2025,сингапурский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.5566,2025,канадский доллар,€
http://www.wikidata.org/entity/Q4916,евро,euro,10.9715,2025,шведская крона,€
http://www.wikidata.org/entity/Q4916,евро,euro,39.5792,2025,турецкая лира,€
http://www.wikidata.org/entity/Q4916,евро,euro,17664.39,2025,индонезийская рупия,€
http://www.wikidata.org/entity/Q4916,евро,euro,4.7934,2025,малайзийский ринггит,€
http://www.wikidata.org/entity/Q4916,евро,euro,6.2617,2025,бразильский реал,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.017,2022,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1.1901,2020,доллар США,€
http://www.wikidata.org/entity/Q4916,евро,euro,1570.47,2025,южнокорейская вона,€
http://www.wikidata.org/entity/Q4916,евро,euro,8.4357,2025,гонконгский доллар,€
